code,text
http://www.oireachtas.ie/ViewDoc.asp?DocId=-1&CatID=60&m=w,http://www.oireachtas.ie/ViewDoc.asp?DocId=-1&CatID=60&m=w
http://www.oireachtas.ie/viewdoc.asp?DocID=-1&StartDate=1+January+2011&CatID=5,http://www.oireachtas.ie/viewdoc.asp?DocID=-1&StartDate=1+January+2011&CatID=5
http://www.oireachtas.ie/ViewDoc.asp?fn=/documents/livewebcast/Web-Live.htm&CatID=83&m=o,http://www.oireachtas.ie/ViewDoc.asp?fn=/documents/livewebcast/Web-Live.htm&CatID=83&m=o
http://www.oireachtas.ie/viewdoc.asp?m=&DocID=-1&CatID=173,http://www.oireachtas.ie/viewdoc.asp?m=&DocID=-1&CatID=173
http://www.parlament.gov.rs/activities/calendar.594.html,http://www.parlament.gov.rs/activities/calendar.594.html
http://www.parlament.gov.rs/activities/national-assembly/sessions/regular.545.html,http://www.parlament.gov.rs/activities/national-assembly/sessions/regular.545.html
http://www.parlament.gov.rs/national-assembly/important-documents.531.html,http://www.parlament.gov.rs/national-assembly/important-documents.531.html
http://www.parlament.gov.rs/national-assembly/role-and-mode-of-operation/jurisdiction.501.html,http://www.parlament.gov.rs/national-assembly/role-and-mode-of-operation/jurisdiction.501.html
http://www.parlament.gov.rs/upload/archive/files/cir/pdf/ostala_akta/2013/RS30-13.pdf,http://www.parlament.gov.rs/upload/archive/files/cir/pdf/ostala_akta/2013/RS30-13.pdf
http://www.parlament.gov.rs/народна-скупштина/организација-и-стручна-служба/генерални-секретаријат-народне-скупштине/генерални-секретаријат-народне-скупштине.1494.html http://www.parlament.gov.rs/народна-скупштина/организација-и-стручна-служба.253.html,http://www.parlament.gov.rs/народна-скупштина/организација-и-стручна-служба/генерални-секретаријат-народне-скупштине/генерални-секретаријат-народне-скупштине.1494.html http://www.parlament.gov.rs/народна-скупштина/организација-и-стручна-служба.253.html
http://www.parlament.hu/a-bizottsagok-feladatai-es-jogai (but it is general for each of the committees),http://www.parlament.hu/a-bizottsagok-feladatai-es-jogai (but it is general for each of the committees)
http://www.parlament.hu/bizottsagi-meghivo-heti-bizottsagi-ulesek,http://www.parlament.hu/bizottsagi-meghivo-heti-bizottsagi-ulesek
http://www.parlament.hu/documents/10181/11066/szmsz_1m.pdf/54939252-532f-4bbb-9eb7-431e76a0601e,http://www.parlament.hu/documents/10181/11066/szmsz_1m.pdf/54939252-532f-4bbb-9eb7-431e76a0601e
http://www.parlament.hu/documents/10181/210059/2014_19_Palinka_jovedeki/7fff4f29-a006-483f-a8fd-70cfeb671aba,http://www.parlament.hu/documents/10181/210059/2014_19_Palinka_jovedeki/7fff4f29-a006-483f-a8fd-70cfeb671aba
"http://www.parlament.hu/documents/10181/87979/NR20141124_elfogadott.pdf/6b97091f-cc79-477a-944a-2c7cae98f042 (the link provided refers to a pdf document that contains the order of business of 3 planned plenary sessions, and information on voting schedule is rather having shortcomings)","http://www.parlament.hu/documents/10181/87979/NR20141124_elfogadott.pdf/6b97091f-cc79-477a-944a-2c7cae98f042 (the link provided refers to a pdf document that contains the order of business of 3 planned plenary sessions, and information on voting schedule is rather having shortcomings)"
http://www.parlament.hu/egy-kepviselo-adatai,http://www.parlament.hu/egy-kepviselo-adatai
http://www.parlament.hu/egy-kepviselo-adatai?p_auth=Qecg6WAo&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db076%26p_ckl%3D40,http://www.parlament.hu/egy-kepviselo-adatai?p_auth=Qecg6WAo&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db076%26p_ckl%3D40
http://www.parlament.hu/egy-kepviselo-adatai?p_auth=Qecg6WAo&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dp041%26p_ckl%3D40,http://www.parlament.hu/egy-kepviselo-adatai?p_auth=Qecg6WAo&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dp041%26p_ckl%3D40
http://www.parlament.hu/en/web/house-of-the-national-assembly,http://www.parlament.hu/en/web/house-of-the-national-assembly
http://www.parlament.hu/en/web/house-of-the-national-assembly/operation-of-the-national-assembly,http://www.parlament.hu/en/web/house-of-the-national-assembly/operation-of-the-national-assembly
http://www.parlament.hu/folyamatban-levo-torvenyjavaslatok,http://www.parlament.hu/folyamatban-levo-torvenyjavaslatok
http://www.parlament.hu/gazdalkodas1,http://www.parlament.hu/gazdalkodas1
http://www.parlament.hu/gazdalkodas1; http://www.parlament.hu/aktual/2011_xcii (limited information),http://www.parlament.hu/gazdalkodas1; http://www.parlament.hu/aktual/2011_xcii (información limitada)
http://www.parlament.hu/hu/bevezetes-jogi-szabalyzas1,http://www.parlament.hu/hu/bevezetes-jogi-szabalyzas1
http://www.parlament.hu/hu/felhasznalasi-feltetelek,http://www.parlament.hu/hu/felhasznalasi-feltetelek
http://www.parlament.hu/hu/iromanyok-lekerdezese?p_auth=OU2m9RJf&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1 (,http://www.parlament.hu/hu/iromanyok-lekerdezese?p_auth=OU2m9RJf&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1 (
http://www.parlament.hu/hu/jegyzokonyvek1,http://www.parlament.hu/hu/jegyzokonyvek1
http://www.parlament.hu/hu/mukodes-feladatok1; http://www.parlament.hu/en/web/house-of-the-national-assembly/operation-of-the-national-assembly (shorter English version),http://www.parlament.hu/hu/mukodes-feladatok1; http://www.parlament.hu/en/web/house-of-the-national-assembly/operation-of-the-national-assembly (shorter English version)
http://www.parlament.hu/nyilvanos-szerzodesek-2004.-januar-1-tol,http://www.parlament.hu/nyilvanos-szerzodesek-2004.-januar-1-tol
http://www.parlament.hu/pair?p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_eTeFu2PWQEhY&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_eTeFu2PWQEhY_pairAction=ogy_fotit.fotit_hivatal_foig%3Fp_nyelv%3Dhu%26p_fejlec%3Di,http://www.parlament.hu/pair?p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_eTeFu2PWQEhY&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_eTeFu2PWQEhY_pairAction=ogy_fotit.fotit_hivatal_foig%3Fp_nyelv%3Dhu%26p_fejlec%3Di
http://www.parlament.hu/szavazasok,http://www.parlament.hu/szavazasok
http://www.parlament.hu/web/torvenyalkotasi-bizottsag/a-bizottsag-altal-benyujtott-iromanyok,http://www.parlament.hu/web/torvenyalkotasi-bizottsag/a-bizottsag-altal-benyujtott-iromanyok
"http://www.parlament.hu/web/torvenyalkotasi-bizottsag/a-bizottsag-ulesei (but each committee has it's own compilation and publication of transcripts, therefore complex search is ponderous","http://www.parlament.hu/web/torvenyalkotasi-bizottsag/a-bizottsag-ulesei (pero cada comité tiene su propia compilación de las transcripciónes, entonces una búsqueda más compleja es extremadamente difícil)"
http://www.parlament.rs/citizens-corner/ask/ask-the-mps.691.html?memberId=829,http://www.parlament.rs/citizens-corner/ask/ask-the-mps.691.html?memberId=829
http://www.parlament.rs/DRAGAN_ALEKSIC.829.488.html,http://www.parlament.rs/DRAGAN_ALEKSIC.829.488.html
http://www.parlament.rs/national-assembly.467.html,http://www.parlament.rs/national-assembly.467.html
http://www.parlament.rs/national-assembly/composition/working-bodies/committees.68.492.html,http://www.parlament.rs/national-assembly/composition/working-bodies/committees.68.492.html
http://www.parlament.rs/national-assembly/important-documents/rules-of-procedure-(consolidated-text)/working-bodies-of-the-national-assembly.1355.html,http://www.parlament.rs/national-assembly/important-documents/rules-of-procedure-(consolidated-text)/working-bodies-of-the-national-assembly.1355.html
"http://www.parlament.rs/upload/archive/files/cir/doc/Listinzi/2014/2014.10.26%204.%20Predlog%20zakona%20o%20izmenama%20i%20dopunama%20Zakona%20o%20Centralnom%20registru%20obavezog%20socijalnog%20osiguranja,%20u%20celini.pdf","http://www.parlament.rs/upload/archive/files/cir/doc/Listinzi/2014/2014.10.26%204.%20Predlog%20zakona%20o%20izmenama%20i%20dopunama%20Zakona%20o%20Centralnom%20registru%20obavezog%20socijalnog%20osiguranja,%20u%20celini.pdf"
http://www.parlament.rs/акти/донети-закони/донети-закони.45.html,http://www.parlament.rs/акти/донети-закони/донети-закони.45.html
http://www.parlament.rs/акти/закони-у-процедури/закони-у-процедури.46.html,http://www.parlament.rs/акти/закони-у-процедури/закони-у-процедури.46.html
http://www.parlament.rs/акти/остала-акта/донета-акта/донета-акта.48.html,http://www.parlament.rs/акти/остала-акта/донета-акта/донета-акта.48.html
http://www.parlament.rs/активности/календар.89.html,http://www.parlament.rs/активности/календар.89.html
http://www.parlament.rs/народна-скупштина/организација-и-стручна-служба/други-акти-којима-се-уређује-рад-службе-народне-скупштине.1515.html,http://www.parlament.rs/народна-скупштина/организација-и-стручна-служба/други-акти-којима-се-уређује-рад-службе-народне-скупштине.1515.html
http://www.parlament.rs/Пета_седница_Другог_редовног.22968.43.html,http://www.parlament.rs/Пета_седница_Другог_редовног.22968.43.html
http://www.parlament.rs/преноси.2091.html,http://www.parlament.rs/преноси.2091.html
http://www.parlament.rs/преноси/седнице-одбора-и-осталих-радних-тела.2093.html,http://www.parlament.rs/преноси/седнице-одбора-и-осталих-радних-тела.2093.html
http://www.parliament.gh/,http://www.parliament.gh/
http://www.parliament.gh/committees,http://www.parliament.gh/committees
http://www.parliament.gh/content/389/41,http://www.parliament.gh/content/389/41
http://www.parliament.gh/parliamentarians,http://www.parliament.gh/parliamentarians
http://www.parliament.gh/publications/44,http://www.parliament.gh/publications/44
http://www.parliament.uk/,http://www.parliament.uk/
http://www.parliament.uk/about/,http://www.parliament.uk/about/
http://www.parliament.uk/about/how/committees/,http://www.parliament.uk/about/how/committees/
http://www.parliament.uk/about/how/laws/,http://www.parliament.uk/about/how/laws/
http://www.parliament.uk/about/how/role/,http://www.parliament.uk/about/how/role/
http://www.parliament.uk/about/how/role/customs/,http://www.parliament.uk/about/how/role/customs/
http://www.parliament.uk/business/committees/committees-a-z/commons-select/standards/,http://www.parliament.uk/business/committees/committees-a-z/commons-select/standards/
http://www.parliament.uk/business/committees/hoc-news3/,http://www.parliament.uk/business/committees/hoc-news3/
http://www.parliament.uk/business/publications/commons/resource-accounts/,http://www.parliament.uk/business/publications/commons/resource-accounts/
http://www.parliament.uk/business/publications/hansard/commons/,http://www.parliament.uk/business/publications/hansard/commons/
http://www.parliament.uk/business/publications/research/,http://www.parliament.uk/business/publications/research/
http://www.parliament.uk/mps-lords-and-offices/,http://www.parliament.uk/mps-lords-and-offices/
http://www.parliament.uk/mps-lords-and-offices/offices/commons/csd/,http://www.parliament.uk/mps-lords-and-offices/offices/commons/csd/
http://www.parliament.uk/mps-lords-and-offices/offices/commons/management-board/management-board-publications1/annual-business-plans/,http://www.parliament.uk/mps-lords-and-offices/offices/commons/management-board/management-board-publications1/annual-business-plans/
http://www.parliament.uk/site-information/copyright/open-parliament-licence/ ,http://www.parliament.uk/site-information/copyright/open-parliament-licence/
http://www.parliament.uk/site-information/using-this-website/privacy-policy/,http://www.parliament.uk/site-information/using-this-website/privacy-policy/
http://www.parliamentlive.tv/Main/Home.aspx,http://www.parliamentlive.tv/Main/Home.aspx
http://www.parlimen.gov.my/,http://www.parlimen.gov.my/
http://www.parlimen.gov.my/ahli-dewan.html?uweb=dr&,http://www.parlimen.gov.my/ahli-dewan.html?uweb=dr&
http://www.parlimen.gov.my/akta-akta.html?uweb=dr&,http://www.parlimen.gov.my/akta-akta.html?uweb=dr&
http://www.parlimen.gov.my/arkib-sebutharga-tender.html,http://www.parlimen.gov.my/arkib-sebutharga-tender.html
http://www.parlimen.gov.my/bills-dewan-rakyat.html?uweb=dr&,http://www.parlimen.gov.my/bills-dewan-rakyat.html?uweb=dr&
http://www.parlimen.gov.my/dasar-privasi.html?uweb=p&,http://www.parlimen.gov.my/dasar-privasi.html?uweb=p&
http://www.parlimen.gov.my/direktori-staff.html?uweb=p&,http://www.parlimen.gov.my/direktori-staff.html?uweb=p&
http://www.parlimen.gov.my/hansard-dewan-negara.html?uweb=dn&,http://www.parlimen.gov.my/hansard-dewan-negara.html?uweb=dn&
http://www.parlimen.gov.my/jawatankuasa-dr.html?uweb=dr&&view=52,http://www.parlimen.gov.my/jawatankuasa-dr.html?uweb=dr&&view=52
http://www.parlimen.gov.my/maklumat-umum-sekretariat.html?uweb=p&,http://www.parlimen.gov.my/maklumat-umum-sekretariat.html?uweb=p&
http://www.parlimen.gov.my/pac,http://www.parlimen.gov.my/pac
http://www.parlimen.gov.my/pac/ahli-jawatankuasa-pac.html?,http://www.parlimen.gov.my/pac/ahli-jawatankuasa-pac.html?
http://www.parlimen.gov.my/pac/publications.html?,http://www.parlimen.gov.my/pac/publications.html?
http://www.parlimen.gov.my/peraturan-mesyuarat.html?uweb=dr&,http://www.parlimen.gov.my/peraturan-mesyuarat.html?uweb=dr&
http://www.parlimen.gov.my/profile-ahli.html?uweb=dr&id=3105,http://www.parlimen.gov.my/profile-ahli.html?uweb=dr&id=3105
http://www.parlimen.gov.my/soalan-lazim.html?uweb=p,http://www.parlimen.gov.my/soalan-lazim.html?uweb=p
http://www.parlimen.gov.my/takwim-dewan-rakyat.html?uweb=dr,http://www.parlimen.gov.my/takwim-dewan-rakyat.html?uweb=dr
http://www.parlimen.gov.my/takwim-dewan-rakyat.html?uweb=dr&,http://www.parlimen.gov.my/takwim-dewan-rakyat.html?uweb=dr&
http://www.publications.parliament.uk/pa/bills/lbill/2014-2015/0001/en/15001en.htm,http://www.publications.parliament.uk/pa/bills/lbill/2014-2015/0001/en/15001en.htm
http://www.publications.parliament.uk/pa/cm/cmregmem/contents1415.htm,http://www.publications.parliament.uk/pa/cm/cmregmem/contents1415.htm
http://www.publications.parliament.uk/pa/cm/cmsesret.htm,http://www.publications.parliament.uk/pa/cm/cmsesret.htm
http://www.publications.parliament.uk/pa/cm200102/cmstords/27519.htm,http://www.publications.parliament.uk/pa/cm200102/cmstords/27519.htm
http://www.registraduria.gov.co/,http://www.registraduria.gov.co/
http://www.reportingoilandgas.org/wp-content/uploads/GOVENMENT-ASSURANCE-COMMITTEE.pdf,http://www.reportingoilandgas.org/wp-content/uploads/GOVENMENT-ASSURANCE-COMMITTEE.pdf
http://www.representatives.jo/,http://www.representatives.jo/
http://www.representatives.jo/ar,http://www.representatives.jo/ar
http://www.representatives.jo/pdf/constitutions.pdf,http://www.representatives.jo/pdf/constitutions.pdf
http://www.representatives.jo/pdf/InsideAll.pdf,http://www.representatives.jo/pdf/InsideAll.pdf
http://www.riigikogu.ee/?op=ems&content_type=text/html&page=haaletus_kalender&navbar=no,http://www.riigikogu.ee/?op=ems&content_type=text/html&page=haaletus_kalender&navbar=no
http://www.riigikogu.ee/?op=ems&page=eelnou_nimekiri&emshelp=true&status=ALL&draftStage=MENETLUSSE_VOETUD,http://www.riigikogu.ee/?op=ems&page=eelnou_nimekiri&emshelp=true&status=ALL&draftStage=MENETLUSSE_VOETUD
http://www.riigikogu.ee/?op=ems&page=en_otsing&emshelp=true,http://www.riigikogu.ee/?op=ems&page=en_otsing&emshelp=true
http://www.riigikogu.ee/?op=ems&page=tk_nadal,http://www.riigikogu.ee/?op=ems&page=tk_nadal
http://www.riigikogu.ee/?op=steno ; date need to be indicated,http://www.riigikogu.ee/?op=steno ; date need to be indicated
http://www.riigikogu.ee/?sort=kp&op=ems&page=eelnou_nimekiri&tk_valik=tk_toos&pealkiri_otsi=pealkiri_ainult&emshelp=true;,http://www.riigikogu.ee/?sort=kp&op=ems&page=eelnou_nimekiri&tk_valik=tk_toos&pealkiri_otsi=pealkiri_ainult&emshelp=true;
http://www.riigikogu.ee/index.php?id=169295,http://www.riigikogu.ee/index.php?id=169295
http://www.riigikogu.ee/index.php?id=169315,http://www.riigikogu.ee/index.php?id=169315
http://www.riigikogu.ee/index.php?id=169720&parent_id=169319,http://www.riigikogu.ee/index.php?id=169720&parent_id=169319
http://www.riigikogu.ee/index.php?id=173840,http://www.riigikogu.ee/index.php?id=173840
http://www.riigikogu.ee/index.php?id=174529,http://www.riigikogu.ee/index.php?id=174529
http://www.riigikogu.ee/index.php?id=180793,http://www.riigikogu.ee/index.php?id=180793
http://www.riigikogu.ee/index.php?id=31514,http://www.riigikogu.ee/index.php?id=31514
http://www.riigikogu.ee/index.php?id=31515,http://www.riigikogu.ee/index.php?id=31515
http://www.riigikogu.ee/index.php?id=31562; in English http://www.riigikogu.ee/index.php?id=34627,http://www.riigikogu.ee/index.php?id=31562; in English http://www.riigikogu.ee/index.php?id=34627
http://www.riigikogu.ee/index.php?id=33652,http://www.riigikogu.ee/index.php?id=33652
http://www.riigikogu.ee/index.php?op=ems&page=haaletus_isik&isik_id=fe748f4d-3f50-4af8-8069-92a460978d2b& (MP Arto Aas),http://www.riigikogu.ee/index.php?op=ems&page=haaletus_isik&isik_id=fe748f4d-3f50-4af8-8069-92a460978d2b& (MP Arto Aas)
http://www.riigikogu.ee/public/Riigikogu/Pildid/RK_TG2014.pdf,http://www.riigikogu.ee/public/Riigikogu/Pildid/RK_TG2014.pdf
http://www.sabor.hr/Default.aspx?art=12571&re=13642&sec=1063,http://www.sabor.hr/Default.aspx?art=12571&re=13642&sec=1063
http://www.sabor.hr/Default.aspx?sec=2141,http://www.sabor.hr/Default.aspx?sec=2141
http://www.sabor.hr/Default.aspx?sec=2145,http://www.sabor.hr/Default.aspx?sec=2145
http://www.sabor.hr/Default.aspx?sec=432,http://www.sabor.hr/Default.aspx?sec=432
http://www.sabor.hr/Default.aspx?sec=4661,http://www.sabor.hr/Default.aspx?sec=4661
http://www.sabor.hr/Default.aspx?sec=4661;,http://www.sabor.hr/Default.aspx?sec=4661;
http://www.sabor.hr/Default.aspx?sec=4714,http://www.sabor.hr/Default.aspx?sec=4714
http://www.sabor.hr/Default.aspx?sec=482,http://www.sabor.hr/Default.aspx?sec=482
"http://www.sabor.hr/Default.aspx?sec=5469; information on MPs attendance in the parliament is only available, but  if they attended the committe meetings as well ","http://www.sabor.hr/Default.aspx?sec=5469; la información sobre la asistencia de los miembros del parlamento en las sesiónes está solamente disponible, pero si ellos asistieron a los comités también "
"http://www.sabor.hr/Default.aspx?sec=5469; information on MPs attendance in the parliament is only available, but  if they attended the plenary session as well ","http://www.sabor.hr/Default.aspx?sec=5469; la información sobre la asistencia de los miembros del parlamento en las sesiónes está solamente disponible, pero si ellos asistieron a los comités también "
http://www.sabor.hr/Default.aspx?sec=734,http://www.sabor.hr/Default.aspx?sec=734
http://www.sabor.hr/English,http://www.sabor.hr/English
http://www.sabor.hr/nabava,http://www.sabor.hr/nabava
http://www.sabor.hr/noviakti,http://www.sabor.hr/noviakti
http://www.sabor.hr/noviakti; http://www.sabor.hr/Default.aspx?sec=4605;,http://www.sabor.hr/noviakti; http://www.sabor.hr/Default.aspx?sec=4605;
http://www.sabor.hr/poslovnik-hrvatskoga-sabora-nn-81-13,http://www.sabor.hr/poslovnik-hrvatskoga-sabora-nn-81-13
http://www.sabor.hr/zastupnici,http://www.sabor.hr/zastupnici
http://www.secretariasenado.gov.co/index.php/leyes-y-antecedentes,http://www.secretariasenado.gov.co/index.php/leyes-y-antecedentes
http://www.senado.cl/,http://www.senado.cl/
http://www.senado.cl/appsenado/index.php?mo=comisiones&ac=asist_x_senador,http://www.senado.cl/appsenado/index.php?mo=comisiones&ac=asist_x_senador
http://www.senado.cl/appsenado/index.php?mo=comisiones&ac=citacionesComision&tipo_consulta=2,http://www.senado.cl/appsenado/index.php?mo=comisiones&ac=citacionesComision&tipo_consulta=2
http://www.senado.cl/appsenado/index.php?mo=comisiones&ac=ultimas_sesiones,http://www.senado.cl/appsenado/index.php?mo=comisiones&ac=ultimas_sesiones
http://www.senado.cl/appsenado/index.php?mo=sesionessala&ac=asistenciaSenadores&legiid=485&camara=S&legiini=361,http://www.senado.cl/appsenado/index.php?mo=sesionessala&ac=asistenciaSenadores&legiid=485&camara=S&legiini=361
http://www.senado.cl/appsenado/index.php?mo=sesionessala&ac=votacionSala&legiini=462,http://www.senado.cl/appsenado/index.php?mo=sesionessala&ac=votacionSala&legiini=462
http://www.senado.cl/appsenado/index.php?mo=sesionessala&listado=1&ac=listado&legi=485,http://www.senado.cl/appsenado/index.php?mo=sesionessala&listado=1&ac=listado&legi=485
http://www.senado.cl/appsenado/index.php?mo=transparencia&ac=informeTransparencia&tipo=7,http://www.senado.cl/appsenado/index.php?mo=transparencia&ac=informeTransparencia&tipo=7
http://www.senado.cl/appsenado/templates/tramitacion/index.php,http://www.senado.cl/appsenado/templates/tramitacion/index.php
http://www.senado.cl/datos-abiertos-legislativos/prontus_senado/2012-11-27/154842.html,http://www.senado.cl/datos-abiertos-legislativos/prontus_senado/2012-11-27/154842.html
http://www.senado.cl/funciones-del-senado/prontus_senado/2012-11-07/100615.html,http://www.senado.cl/funciones-del-senado/prontus_senado/2012-11-07/100615.html
http://www.senado.cl/prontus_senado/site/artic/20140915/asocfile/20140915111845/publicaci__n_ejecuci__n_presupuesto_2014_a_agosto.pdf,http://www.senado.cl/prontus_senado/site/artic/20140915/asocfile/20140915111845/publicaci__n_ejecuci__n_presupuesto_2014_a_agosto.pdf
http://www.senado.cl/prontus_senado/site/edic/base/port/institucion.html,http://www.senado.cl/prontus_senado/site/edic/base/port/institucion.html
http://www.senado.cl/prontus_senado/site/edic/base/port/ley_lobby.html,http://www.senado.cl/prontus_senado/site/edic/base/port/ley_lobby.html
http://www.senado.cl/prontus_senado/site/edic/base/port/sala_sesiones.html,http://www.senado.cl/prontus_senado/site/edic/base/port/sala_sesiones.html
http://www.senado.cl/prontus_senado/site/edic/base/port/senadores.html,http://www.senado.cl/prontus_senado/site/edic/base/port/senadores.html
http://www.senado.cl/prontus_senado/site/edic/base/port/transparencia.html,http://www.senado.cl/prontus_senado/site/edic/base/port/transparencia.html
http://www.senado.cl/prontus_senado/site/edic/base/port/tv_senado.html?filler=0.0507315120404606,http://www.senado.cl/prontus_senado/site/edic/base/port/tv_senado.html?filler=0.0507315120404606
http://www.senado.cl/reglamento-del-senado/prontus_senado/2012-11-07/110101.html#vtxt_cuerpo_T3,http://www.senado.cl/reglamento-del-senado/prontus_senado/2012-11-07/110101.html#vtxt_cuerpo_T3
http://www.senado.cl/resoluciones-comision-de-etica-y-transparencia/prontus_senado/2012-11-20/231100.html,http://www.senado.cl/resoluciones-comision-de-etica-y-transparencia/prontus_senado/2012-11-20/231100.html
http://www.senado.gov.co/,http://www.senado.gov.co/
http://www.senado.gov.co/comisiones/comisiones-constitucionales/comision-primera,http://www.senado.gov.co/comisiones/comisiones-constitucionales/comision-primera
http://www.senado.gov.co/el-senado/area-administrativa,http://www.senado.gov.co/el-senado/area-administrativa
http://www.senado.gov.co/sala-de-prensa/agenda-legislativa,http://www.senado.gov.co/sala-de-prensa/agenda-legislativa
http://www.senado.gov.co/transparencia/presupuesto,http://www.senado.gov.co/transparencia/presupuesto
http://www.skupstina.me/images/dokumenti/izvjestaji/neto_zarade_poslanika_za_2013._godinu.pdf,http://www.skupstina.me/images/dokumenti/izvjestaji/neto_zarade_poslanika_za_2013._godinu.pdf
"http://www.skupstina.me/index.php/me/administrativni-odbor/aktuelnosti, http://www.skupstina.me/images/dokumenti/brosure/Odbori.pdf, ","http://www.skupstina.me/index.php/me/administrativni-odbor/aktuelnosti, http://www.skupstina.me/images/dokumenti/brosure/Odbori.pdf, "
http://www.skupstina.me/index.php/me/gradjani/finansije,http://www.skupstina.me/index.php/me/gradjani/finansije
http://www.skupstina.me/index.php/me/gradjani/javne-nabavke/ugovori,http://www.skupstina.me/index.php/me/gradjani/javne-nabavke/ugovori
http://www.skupstina.me/index.php/me/radna-grupa-za-izgradivanje-povjerenja-u-izborni-proces/dokumenta,http://www.skupstina.me/index.php/me/radna-grupa-za-izgradivanje-povjerenja-u-izborni-proces/dokumenta
http://www.skupstina.me/index.php/me/skupstina/o-nama/kontakt-informacije,http://www.skupstina.me/index.php/me/skupstina/o-nama/kontakt-informacije
http://www.skupstina.me/index.php/me/skupstina/poslanice-i-poslanici/lista-poslanika-i-poslanica,http://www.skupstina.me/index.php/me/skupstina/poslanice-i-poslanici/lista-poslanika-i-poslanica
"http://www.skupstina.me/index.php/me/skupstina/poslanice-i-poslanici/lista-poslanika-i-poslanica, ","http://www.skupstina.me/index.php/me/skupstina/poslanice-i-poslanici/lista-poslanika-i-poslanica, "
"http://www.skupstina.me/index.php/me/skupstina/poslanice-i-poslanici/lista-poslanika-i-poslanica, e.g: http://www.konfliktinteresa.me/funkcioneri/EvidFunPrijave.php?ID=Ojg-PjU_OiY4Pz43NQ","http://www.skupstina.me/index.php/me/skupstina/poslanice-i-poslanici/lista-poslanika-i-poslanica, e.g: http://www.konfliktinteresa.me/funkcioneri/EvidFunPrijave.php?ID=Ojg-PjU_OiY4Pz43NQ"
http://www.skupstina.me/index.php/me/skupstina/poslanice-i-poslanici/prava-i-duznosti,http://www.skupstina.me/index.php/me/skupstina/poslanice-i-poslanici/prava-i-duznosti
http://www.skupstina.me/index.php/me/skupstina/sluzba-skupstine/opis-poslova-organizacionih-jedinica,http://www.skupstina.me/index.php/me/skupstina/sluzba-skupstine/opis-poslova-organizacionih-jedinica
http://www.sobranie.mk/2014-njoftime.nspx,http://www.sobranie.mk/2014-njoftime.nspx
http://www.sobranie.mk/agjenda-ditore-2014-ns_article-mbledhja-nr-4-e-komisionit-per-mundesi-te-barabarta-te-femrave-dhe-meshkujve.nspx,http://www.sobranie.mk/agjenda-ditore-2014-ns_article-mbledhja-nr-4-e-komisionit-per-mundesi-te-barabarta-te-femrave-dhe-meshkujve.nspx
http://www.sobranie.mk/agjenda-ditore-2014-ns_article-seanca-nr-17-e-kuvendit-te-republikes-se-maqedonise.nspx,http://www.sobranie.mk/agjenda-ditore-2014-ns_article-seanca-nr-17-e-kuvendit-te-republikes-se-maqedonise.nspx
http://www.sobranie.mk/competencies.nspx,http://www.sobranie.mk/competencies.nspx
http://www.sobranie.mk/current-structure-2014-2018.nspx,http://www.sobranie.mk/current-structure-2014-2018.nspx
